IATA Code,Airport,City,COUNTRY,CONTINENT
BHV,Bahawalpur Airport,Bahawalpur,Pakistan,SOUTH ASIA
LYP,Faisalabad International Airport,Faisalabad,Pakistan,SOUTH ASIA
GWD,Gwadar International Airport,Gwadar,Pakistan,SOUTH ASIA
ISB,Islamabad International Airport,Islamabad,Pakistan,SOUTH ASIA
KHI,Jinnah International Airport,Karachi,Pakistan,SOUTH ASIA
LHE,Allama Iqbal International Airport,Lahore,Pakistan,SOUTH ASIA
MUX,Multan International Airport,Multan,Pakistan,SOUTH ASIA
PEW,Bacha Khan International Airport,Peshawar,Pakistan,SOUTH ASIA
UET,Quetta International Airport,Quetta,Pakistan,SOUTH ASIA
RYK,Shaikh Zayed International Airport,Rahim Yar Khan,Pakistan,SOUTH ASIA
SKT,Sialkot International Airport,Sialkot,Pakistan,SOUTH ASIA
TUK,Turbat International Airport,Turbat,Pakistan,SOUTH ASIA
CMB,Bandaranaike International Airport,Colombo,Sri Lanka,SOUTH ASIA
RML,Ratmalana Airport,Colombo,Sri Lanka,SOUTH ASIA
HRI,Mattala Rajapaksa International Airport,Hambantota,Sri Lanka,SOUTH ASIA
JAF,Jaffna International Airport,Jaffna,Sri Lanka,SOUTH ASIA
BWN,Brunei International Airport,Bandar Seri Begawan,Brunei,SOUTHEAST ASIA
PNH,Phnom Penh International Airport,Phnom Penh,Cambodia,SOUTHEAST ASIA
REP,Siem Reap International Airport,Siem Reap,Cambodia,SOUTHEAST ASIA
KOS,Sihanouk International Airport,Sihanoukville,Cambodia,SOUTHEAST ASIA
DIL,Presidente Nicolau Lobato International Airport,Dili,East Timor,SOUTHEAST ASIA
BTJ,Sultan Iskandar Muda International Airport,Banda Aceh,Indonesia,SOUTHEAST ASIA
BDO,Husein Sastranegara International Airport,Bandung,Indonesia,SOUTHEAST ASIA
BDJ,Syamsudin Noor International Airport,Banjarmasin,Indonesia,SOUTHEAST ASIA
BTH,Hang Nadim International Airport,Batam,Indonesia,SOUTHEAST ASIA
DPS,Ngurah Rai International Airport,Denpasar,Indonesia,SOUTHEAST ASIA
HLP,Halim Perdanakusuma International Airport,Jakarta,Indonesia,SOUTHEAST ASIA
CGK,Soekarno–Hatta International Airport,Jakarta,Indonesia,SOUTHEAST ASIA
KOE,El Tari International Airport,Kupang,Indonesia,SOUTHEAST ASIA
UPG,Sultan Hasanuddin International Airport,Makassar,Indonesia,SOUTHEAST ASIA
MDC,Sam Ratulangi International Airport,Manado,Indonesia,SOUTHEAST ASIA
LOP,Lombok International Airport,Mataram,Indonesia,SOUTHEAST ASIA
KNO,Kualanamu International Airport,Medan,Indonesia,SOUTHEAST ASIA
PDG,Minangkabau International Airport,Padang,Indonesia,SOUTHEAST ASIA
PLM,Sultan Mahmud Badaruddin II International Airport,Palembang,Indonesia,SOUTHEAST ASIA
PKU,Sultan Syarif Kasim II International Airport,Pekanbaru,Indonesia,SOUTHEAST ASIA
SRG,Jenderal Ahmad Yani International Airport,Semarang,Indonesia,SOUTHEAST ASIA
SUB,Juanda International Airport,Surabaya,Indonesia,SOUTHEAST ASIA
SOC,Adisumarmo International Airport,Surakarta,Indonesia,SOUTHEAST ASIA
TRK,Juwata International Airport,Tarakan,Indonesia,SOUTHEAST ASIA
YIA,Yogyakarta International Airport,Yogyakarta,Indonesia,SOUTHEAST ASIA
LPQ,Luang Prabang International Airport,Luang Prabang,Laos,SOUTHEAST ASIA
PKZ,Pakse International Airport,Pakse,Laos,SOUTHEAST ASIA
ZVK,Savannakhet Airport,Savannakhet,Laos,SOUTHEAST ASIA
VTE,Wattay International Airport,Vientiane,Laos,SOUTHEAST ASIA
AOR,Sultan Abdul Halim Airport,Alor Setar,Malaysia,SOUTHEAST ASIA
IPH,Sultan Azlan Shah Airport,Ipoh,Malaysia,SOUTHEAST ASIA
JHB,Senai International Airport,Johor Bahru,Malaysia,SOUTHEAST ASIA
KBR,Sultan Ismail Petra Airport,Kota Bharu,Malaysia,SOUTHEAST ASIA
BKI,Kota Kinabalu International Airport,Kota Kinabalu,Malaysia,SOUTHEAST ASIA
KUL,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,SOUTHEAST ASIA
SZB,Sultan Abdul Aziz Shah Airport,Kuala Lumpur,Malaysia,SOUTHEAST ASIA
TGG,Sultan Mahmud Airport,Kuala Terengganu,Malaysia,SOUTHEAST ASIA
KUA,Sultan Haji Ahmad Shah Airport,Kuantan,Malaysia,SOUTHEAST ASIA
KCH,Kuching International Airport,Kuching,Malaysia,SOUTHEAST ASIA
LGK,Langkawi International Airport,Langkawi,Malaysia,SOUTHEAST ASIA
PEN,Penang International Airport,Penang,Malaysia,SOUTHEAST ASIA
MDL,Mandalay International Airport,Mandalay,Myanmar (Burma),SOUTHEAST ASIA
RGN,Yangon International Airport,Yangon,Myanmar (Burma),SOUTHEAST ASIA
NYT,Naypyidaw International Airport,Naypyidaw,Myanmar (Burma),SOUTHEAST ASIA
BSO,Basco Airport,Batanes,Philippines,SOUTHEAST ASIA
LLC,Cagayan North International Airport,Cagayan,Philippines,SOUTHEAST ASIA
CEB,Mactan–Cebu International Airport,Lapu-Lapu City,Philippines,SOUTHEAST ASIA
CRK,Clark International Airport,Angeles City,Philippines,SOUTHEAST ASIA
DVO,Francisco Bangoy International Airport,Davao City,Philippines,SOUTHEAST ASIA
GES,General Santos International Airport,General Santos,Philippines,SOUTHEAST ASIA
ILO,Iloilo International Airport,Iloilo City,Philippines,SOUTHEAST ASIA
KLO,Kalibo International Airport,Kalibo,Philippines,SOUTHEAST ASIA
LAO,Laoag International Airport,Laoag,Philippines,SOUTHEAST ASIA
MNL,Ninoy Aquino International Airport,Manila,Philippines,SOUTHEAST ASIA
TAG,Bohol–Panglao International Airport,Panglao Island,Philippines,SOUTHEAST ASIA
PPS,Puerto Princesa International Airport,Puerto Princesa,Philippines,SOUTHEAST ASIA
SFS,Subic Bay International Airport,Olongapo,Philippines,SOUTHEAST ASIA
ZAM,Zamboanga International Airport,Zamboanga City,Philippines,SOUTHEAST ASIA
SIN,Changi Airport,Singapore,Singapore,SOUTHEAST ASIA
XSP,Seletar Airport,Singapore,Singapore,SOUTHEAST ASIA
BKK,Suvarnabhumi Airport,Bangkok,Thailand,SOUTHEAST ASIA
DMK,Don Mueang International Airport,Bangkok,Thailand,SOUTHEAST ASIA
CNX,Chiang Mai International Airport,Chiang Mai,Thailand,SOUTHEAST ASIA
CEI,Chiang Rai International Airport,Chiang Rai,Thailand,SOUTHEAST ASIA
UTP,U-Tapao International Airport,Rayong/Pattaya,Thailand,SOUTHEAST ASIA
HDY,Hat Yai International Airport,Hat Yai,Thailand,SOUTHEAST ASIA
KBV,Krabi International Airport,Krabi,Thailand,SOUTHEAST ASIA
HKT,Phuket International Airport,Phuket,Thailand,SOUTHEAST ASIA
URT,Surat Thani International Airport,Surat Thani,Thailand,SOUTHEAST ASIA
USM,Samui Airport,Ko Samui,Thailand,SOUTHEAST ASIA
UTH,Udon Thani International Airport,Udon Thani,Thailand,SOUTHEAST ASIA
DAD,Da Nang International Airport,Da Nang,Vietnam,SOUTHEAST ASIA
HAN,Noi Bai International Airport,Hanoi,Vietnam,SOUTHEAST ASIA
SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,SOUTHEAST ASIA
VCA,Can Tho International Airport,Can Tho,Vietnam,SOUTHEAST ASIA
HPH,Cat Bi International Airport,Haiphong,Vietnam,SOUTHEAST ASIA
HUI,Phu Bai International Airport,Huế,Vietnam,SOUTHEAST ASIA
PQC,Phu Quoc International Airport,Phu Quoc,Vietnam,SOUTHEAST ASIA
CXR,Cam Ranh International Airport,Nha Trang,Vietnam,SOUTHEAST ASIA
VCL,Chu Lai Airport,Quảng Nam,Vietnam,SOUTHEAST ASIA
VDO,Van Don International Airport,Vân Đồn,Vietnam,SOUTHEAST ASIA
KBL,Kabul International Airport,Kabul,Afghanistan,SOUTHWEST ASIA AND THE MIDDLE EAST
HEA,Herat International Airport,Herat,Afghanistan,SOUTHWEST ASIA AND THE MIDDLE EAST
KDH,Kandahar International Airport,Kandahar,Afghanistan,SOUTHWEST ASIA AND THE MIDDLE EAST
MZR,Mazar-i-Sharif International Airport,Mazar-i-Sharif,Afghanistan,SOUTHWEST ASIA AND THE MIDDLE EAST
BAH,Bahrain International Airport,Manama,Bahrain,SOUTHWEST ASIA AND THE MIDDLE EAST
ABD,Abadan International Airport,Abadan,Iran,SOUTHWEST ASIA AND THE MIDDLE EAST
AWZ,Ahvaz International Airport,Ahvaz,Iran,SOUTHWEST ASIA AND THE MIDDLE EAST
AJK,Arak International Airport,Arak,Iran,SOUTHWEST ASIA AND THE MIDDLE EAST
ADU,Ardabil Airport,Ardabil,Iran,SOUTHWEST ASIA AND THE MIDDLE EAST
PGU,Persian Gulf Airport,Asaluyeh,Iran,SOUTHWEST ASIA AND THE MIDDLE EAST
BND,Bandar Abbas International Airport,Bandar Abbas,Iran,SOUTHWEST ASIA AND THE MIDDLE EAST
XBJ,Birjand International Airport,Birjand,Iran,SOUTHWEST ASIA AND THE MIDDLE EAST
BUZ,Bushehr Airport,Bushehr,Iran,SOUTHWEST ASIA AND THE MIDDLE EAST
GBT,Gorgan International Airport,Gorgan,Iran,SOUTHWEST ASIA AND THE MIDDLE EAST
HDM,Hamadan International Airport,Hamadan,Iran,SOUTHWEST ASIA AND THE MIDDLE EAST
IIL,Ilam Airport,Ilam,Iran,SOUTHWEST ASIA AND THE MIDDLE EAST
IFN,Isfahan International Airport,Isfahan,Iran,SOUTHWEST ASIA AND THE MIDDLE EAST
KER,Ayatollah Hashemi Rafsanjani Airport,Kerman,Iran,SOUTHWEST ASIA AND THE MIDDLE EAST
KSH,Shahid Ashrafi Esfahani Airport,Kermanshah,Iran,SOUTHWEST ASIA AND THE MIDDLE EAST
KIH,Kish Airport,Kish Island,Iran,SOUTHWEST ASIA AND THE MIDDLE EAST
ZBR,Chabahar Konarak Airport,Konarak,Iran,SOUTHWEST ASIA AND THE MIDDLE EAST
LFM,Lamerd Airport,Lamerd,Iran,SOUTHWEST ASIA AND THE MIDDLE EAST
LRR,Larestan International Airport,Lar,Iran,SOUTHWEST ASIA AND THE MIDDLE EAST
MHD,Mashhad International Airport,Mashhad,Iran,SOUTHWEST ASIA AND THE MIDDLE EAST
GSM,Qeshm International Airport,Qeshm Island,Iran,SOUTHWEST ASIA AND THE MIDDLE EAST
RAS,Rasht Airport,Rasht,Iran,SOUTHWEST ASIA AND THE MIDDLE EAST
SRY,Dasht-e Naz Airport,Sari,Iran,SOUTHWEST ASIA AND THE MIDDLE EAST
SYZ,Shiraz International Airport,Shiraz,Iran,SOUTHWEST ASIA AND THE MIDDLE EAST
TBZ,Tabriz International Airport,Tabriz,Iran,SOUTHWEST ASIA AND THE MIDDLE EAST
IKA,Imam Khomeini International Airport,Tehran,Iran,SOUTHWEST ASIA AND THE MIDDLE EAST
THR,Mehrabad International Airport,Tehran,Iran,SOUTHWEST ASIA AND THE MIDDLE EAST
OMH,Urmia Airport,Urmia,Iran,SOUTHWEST ASIA AND THE MIDDLE EAST
AZD,Shahid Sadooghi Airport,Yazd,Iran,SOUTHWEST ASIA AND THE MIDDLE EAST
ZAH,Zahedan Airport,Zahedan,Iran,SOUTHWEST ASIA AND THE MIDDLE EAST
NJF,Al Najaf International Airport,Al Najaf,Iraq,SOUTHWEST ASIA AND THE MIDDLE EAST
BGW,Baghdad International Airport,Baghdad,Iraq,SOUTHWEST ASIA AND THE MIDDLE EAST
BSR,Basra International Airport,Basra,Iraq,SOUTHWEST ASIA AND THE MIDDLE EAST
EBL,Erbil International Airport,Erbil,Iraq,SOUTHWEST ASIA AND THE MIDDLE EAST
OSM,Mosul International Airport,Mosul,Iraq,SOUTHWEST ASIA AND THE MIDDLE EAST
XNH,Nasiriyah Airport,Nasiriyah,Iraq,SOUTHWEST ASIA AND THE MIDDLE EAST
ISU,Sulaimaniyah International Airport,Sulaymaniyah,Iraq,SOUTHWEST ASIA AND THE MIDDLE EAST
ETM,Ramon Airport,Eilat,Israel,SOUTHWEST ASIA AND THE MIDDLE EAST
HFA,Haifa Airport,Haifa,Israel,SOUTHWEST ASIA AND THE MIDDLE EAST
TLV,Ben Gurion Airport,Tel Aviv,Israel,SOUTHWEST ASIA AND THE MIDDLE EAST
AQJ,King Hussein International Airport,Aqaba,Jordan,SOUTHWEST ASIA AND THE MIDDLE EAST
AMM,Queen Alia International Airport,Amman,Jordan,SOUTHWEST ASIA AND THE MIDDLE EAST
KWI,Kuwait International Airport,Kuwait City,Kuwait,SOUTHWEST ASIA AND THE MIDDLE EAST
BEY,Beirut–Rafic Hariri International Airport,Beirut,Lebanon,SOUTHWEST ASIA AND THE MIDDLE EAST
MCT,Muscat International Airport,Muscat,Oman,SOUTHWEST ASIA AND THE MIDDLE EAST
SLL,Salalah International Airport,Salalah,Oman,SOUTHWEST ASIA AND THE MIDDLE EAST
OHS,Sohar International Airport,Sohar,Oman,SOUTHWEST ASIA AND THE MIDDLE EAST
DOH,Hamad International Airport,Doha,Qatar,SOUTHWEST ASIA AND THE MIDDLE EAST
AHB,Abha International Airport,Abha,Saudi Arabia,SOUTHWEST ASIA AND THE MIDDLE EAST
HOF,Al-Ahsa International Airport,Al-Ahsa,Saudi Arabia,SOUTHWEST ASIA AND THE MIDDLE EAST
AJF,Al Jouf Airport,Al-Jawf,Saudi Arabia,SOUTHWEST ASIA AND THE MIDDLE EAST
ELQ,Prince Naif bin Abdulaziz International Airport,Buraydah,Saudi Arabia,SOUTHWEST ASIA AND THE MIDDLE EAST
DMM,King Fahd International Airport,Dammam,Saudi Arabia,SOUTHWEST ASIA AND THE MIDDLE EAST
HAS,Ha'il International Airport,Ha'il,Saudi Arabia,SOUTHWEST ASIA AND THE MIDDLE EAST
JED,King Abdulaziz International Airport,Jeddah,Saudi Arabia,SOUTHWEST ASIA AND THE MIDDLE EAST
GIZ,Jizan Regional Airport,Jizan,Saudi Arabia,SOUTHWEST ASIA AND THE MIDDLE EAST
MED,Prince Mohammad bin Abdulaziz International Airport,Medina,Saudi Arabia,SOUTHWEST ASIA AND THE MIDDLE EAST
EAM,Najran Domestic Airport,Najran,Saudi Arabia,SOUTHWEST ASIA AND THE MIDDLE EAST
RUH,King Khalid International Airport,Riyadh,Saudi Arabia,SOUTHWEST ASIA AND THE MIDDLE EAST
TUU,Tabuk Regional Airport,Tabuk,Saudi Arabia,SOUTHWEST ASIA AND THE MIDDLE EAST
TIF,Ta'if Regional Airport,Ta'if,Saudi Arabia,SOUTHWEST ASIA AND THE MIDDLE EAST
YNB,Yanbu Airport,Yanbu,Saudi Arabia,SOUTHWEST ASIA AND THE MIDDLE EAST
ALP,Aleppo International Airport,Aleppo,Syria,SOUTHWEST ASIA AND THE MIDDLE EAST
DAM,Damascus International Airport,Damascus,Syria,SOUTHWEST ASIA AND THE MIDDLE EAST
LTK,Bassel Al-Assad International Airport,Latakia,Syria,SOUTHWEST ASIA AND THE MIDDLE EAST
KAC,Qamishli Airport,Qamishli,Syria,SOUTHWEST ASIA AND THE MIDDLE EAST
AUH,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,SOUTHWEST ASIA AND THE MIDDLE EAST
AAN,Al Ain International Airport,Al Ain,United Arab Emirates,SOUTHWEST ASIA AND THE MIDDLE EAST
DWC,Al Maktoum International Airport,Dubai,United Arab Emirates,SOUTHWEST ASIA AND THE MIDDLE EAST
DXB,Dubai International Airport,Dubai,United Arab Emirates,SOUTHWEST ASIA AND THE MIDDLE EAST
RKT,Ras Al Khaimah International Airport,Ras Al Khaimah,United Arab Emirates,SOUTHWEST ASIA AND THE MIDDLE EAST
SHJ,Sharjah International Airport,Sharjah,United Arab Emirates,SOUTHWEST ASIA AND THE MIDDLE EAST
ADE,Aden International Airport,Aden,Yemen,SOUTHWEST ASIA AND THE MIDDLE EAST
SAH,Sanaa International Airport,Sanaa,Yemen,SOUTHWEST ASIA AND THE MIDDLE EAST
GXF,Seiyun Airport,Seiyun,Yemen,SOUTHWEST ASIA AND THE MIDDLE EAST
BHX,Birmingham Airport,Birmingham,England,WESTERN EUROPE
BOH,Bournemouth Airport,Bournemouth,England,WESTERN EUROPE
BRS,Bristol Airport,Bristol,England,WESTERN EUROPE
CWL,Cardiff Airport,Cardiff,England,WESTERN EUROPE
DSA,Robin Hood Airport Doncaster Sheffield,Doncaster/Sheffield,England,WESTERN EUROPE
MME,Durham Tees Valley Airport,Middlesbrough,England,WESTERN EUROPE
EMA,East Midlands Airport,Nottingham,England,WESTERN EUROPE
EXT,Exeter International Airport,Exeter,England,WESTERN EUROPE
LBA,Leeds Bradford International Airport,Leeds/Bradford,England,WESTERN EUROPE
LPL,Liverpool John Lennon Airport,Liverpool,England,WESTERN EUROPE
LCY,London City Airport,London,England,WESTERN EUROPE
LGW,Gatwick Airport,London,England,WESTERN EUROPE
LHR,Heathrow Airport,London,England,WESTERN EUROPE
LTN,Luton Airport,London,England,WESTERN EUROPE
SEN,London Southend Airport,London,England,WESTERN EUROPE
STN,London Stansted Airport,London,England,WESTERN EUROPE
MAN,Manchester Airport,Manchester,England,WESTERN EUROPE
NCL,Newcastle Airport,Newcastle upon Tyne,England,WESTERN EUROPE
NQY,Newquay Cornwall Airport,Newquay,England,WESTERN EUROPE
NWI,Norwich International Airport,Norwich,England,WESTERN EUROPE
SOU,Southampton Airport,Southampton,England,WESTERN EUROPE
ABZ,Aberdeen Airport,Aberdeen,Scotland,WESTERN EUROPE
EDI,Edinburgh Airport,Edinburgh,Scotland,WESTERN EUROPE
GLA,Glasgow International Airport,Glasgow,Scotland,WESTERN EUROPE
PIK,Glasgow Prestwick Airport,Glasgow,Scotland,WESTERN EUROPE
INV,Inverness Airport,Inverness,Scotland,WESTERN EUROPE
BFS,Belfast International Airport,Belfast,Northern Ireland,WESTERN EUROPE
BHD,George Best Belfast City Airport,Belfast,Northern Ireland,WESTERN EUROPE
LDY,City of Derry Airport,Derry,Northern Ireland,WESTERN EUROPE
ANR,Antwerp International Airport,Antwerp,Belgium,WESTERN EUROPE
BRU,Brussels Airport,Brussels,Belgium,WESTERN EUROPE
CRL,Brussels South Charleroi Airport,Brussels,Belgium,WESTERN EUROPE
LGG,Liège Airport,Liège,Belgium,WESTERN EUROPE
OST,Ostend–Bruges International Airport,Ostend/Bruges,Belgium,WESTERN EUROPE
AJA,Ajaccio Napoleon Bonaparte Airport,Ajaccio,France,WESTERN EUROPE
BIA,Poretta Airport,Bastia,France,WESTERN EUROPE
BVA,Beauvais–Tillé Airport,Beauvais,France,WESTERN EUROPE
EGC,Bergerac Dordogne Périgord Airport,Bergerac,France,WESTERN EUROPE
BZR,Béziers Cap d'Agde Airport,Béziers,France,WESTERN EUROPE
BIQ,Biarritz Pays Basque Airport,Biarritz,France,WESTERN EUROPE
BOD,Bordeaux–Mérignac Airport,Bordeaux,France,WESTERN EUROPE
BES,Brest Bretagne Airport,Brest,France,WESTERN EUROPE
CCF,Carcassonne Airport,Carcassonne,France,WESTERN EUROPE
XCR,Châlons Vatry Airport,Châlons-en-Champagne,France,WESTERN EUROPE
CMF,Chambéry Airport,Chambéry,France,WESTERN EUROPE
DNR,Dinard–Pleurtuit–Saint-Malo Airport,Dinard,France,WESTERN EUROPE
FSC,Figari–Sud Corse Airport,Figari,France,WESTERN EUROPE
GNB,Alpes–Isère Airport,Grenoble,France,WESTERN EUROPE
LRH,La Rochelle – Île de Ré Airport,Île de Ré,France,WESTERN EUROPE
LIL,Lille Airport,Lille,France,WESTERN EUROPE
LIG,Limoges – Bellegarde Airport,Limoges,France,WESTERN EUROPE
LYS,Lyon–Saint Exupéry Airport,Lyon,France,WESTERN EUROPE
MRS,Marseille Provence Airport,Marseille,France,WESTERN EUROPE
BSL,EuroAirport Basel Mulhouse Freiburg,Mulhouse,France,WESTERN EUROPE
NTE,Nantes Atlantique Airport,Nantes,France,WESTERN EUROPE
NCE,Nice Côte d'Azur Airport,Nice,France,WESTERN EUROPE
FNI,Nîmes–Alès–Camargue–Cévennes Airport,Nîmes,France,WESTERN EUROPE
CDG,Charles de Gaulle Airport,Paris,France,WESTERN EUROPE
ORY,Orly Airport,Paris,France,WESTERN EUROPE
PUF,Pau Pyrénées Airport,Pau,France,WESTERN EUROPE
PGF,Perpignan–Rivesaltes Airport,Perpignan,France,WESTERN EUROPE
PIS,Poitiers–Biard Airport,Poitiers,France,WESTERN EUROPE
RDZ,Rodez–Aveyron Airport,Rodez,France,WESTERN EUROPE
EBU,Saint-Étienne–Bouthéon Airport,Saint-Étienne,France,WESTERN EUROPE
SXB,Strasbourg Airport,Strasbourg,France,WESTERN EUROPE
TLN,Toulon–Hyères Airport,Toulon,France,WESTERN EUROPE
TLS,Toulouse–Blagnac Airport,Toulouse,France,WESTERN EUROPE
TUF,Tours Val de Loire Airport,Tours,France,WESTERN EUROPE
GIB,Gibraltar International Airport,Gibraltar,Gibraltar,WESTERN EUROPE
ACI,Alderney Airport,Alderney,Guernsey,WESTERN EUROPE
GCI,Guernsey Airport,Guernsey,Guernsey,WESTERN EUROPE
JER,Jersey Airport,Jersey,Jersey,WESTERN EUROPE
ORK,Cork Airport,Cork,Ireland,WESTERN EUROPE
DUB,Dublin Airport,Dublin,Ireland,WESTERN EUROPE
KIR,Kerry Airport,Kerry,Ireland,WESTERN EUROPE
NOC,Ireland West Airport,Knock,Ireland,WESTERN EUROPE
SNN,Shannon Airport,Shannon,Ireland,WESTERN EUROPE
IOM,Isle of Man Airport,Isle of Man,Isle of Man,WESTERN EUROPE
LUX,Findel Airport,Luxembourg City,Luxembourg,WESTERN EUROPE
AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,WESTERN EUROPE
EIN,Eindhoven Airport,Eindhoven,Netherlands,WESTERN EUROPE
GRQ,Groningen Airport Eelde,Groningen,Netherlands,WESTERN EUROPE
MST,Maastricht Aachen Airport,Maastricht,Netherlands,WESTERN EUROPE
RTM,Rotterdam The Hague Airport,Rotterdam,Netherlands,WESTERN EUROPE
GRZ,Graz Airport,Graz,Austria,WESTERN EUROPE
KLU,Klagenfurt Airport,Klagenfurt,Austria,WESTERN EUROPE
INN,Innsbruck Airport,Innsbruck,Austria,WESTERN EUROPE
LNZ,Linz Airport,Linz,Austria,WESTERN EUROPE
SZG,Salzburg Airport,Salzburg,Austria,WESTERN EUROPE
VIE,Vienna International Airport,Vienna,Austria,WESTERN EUROPE
BRQ,Brno–Tuřany Airport,Brno,Czech Republic,WESTERN EUROPE
KLV,Karlovy Vary Airport,Karlovy Vary,Czech Republic,WESTERN EUROPE
OSR,Leoš Janáček Airport Ostrava,Ostrava,Czech Republic,WESTERN EUROPE
PRG,Václav Havel Airport Prague,Prague,Czech Republic,WESTERN EUROPE
PED,Pardubice Airport,Pardubice,Czech Republic,WESTERN EUROPE
FKB,Karlsruhe/Baden-Baden Airport,Baden-Baden/Karlsruhe,Germany,WESTERN EUROPE
BER,Berlin Brandenburg Airport,Berlin,Germany,WESTERN EUROPE
BRE,Bremen Airport,Bremen,Germany,WESTERN EUROPE
CGN,Cologne/Bonn Airport,Cologne/Bonn,Germany,WESTERN EUROPE
DTM,Dortmund Airport,Dortmund,Germany,WESTERN EUROPE
DUS,Düsseldorf Airport,Düsseldorf,Germany,WESTERN EUROPE
FRA,Frankfurt Airport,Frankfurt,Germany,WESTERN EUROPE
HHN,Frankfurt-Hahn Airport,Frankfurt,Germany,WESTERN EUROPE
MLH/BSL/EAP,EuroAirport Basel–Mulhouse–Freiburg,Freiburg im Breisgau,Germany,WESTERN EUROPE
FDH,Friedrichshafen Airport,Friedrichshafen,Germany,WESTERN EUROPE
HAM,Hamburg Airport,Hamburg,Germany,WESTERN EUROPE
HAJ,Hannover Airport,Hanover,Germany,WESTERN EUROPE
LEJ,Leipzig/Halle Airport,Leipzig,Germany,WESTERN EUROPE
LBC,Lübeck Airport,Lübeck,Germany,WESTERN EUROPE
FMM,Memmingen Airport,Memmingen,Germany,WESTERN EUROPE
MUC,Munich Airport,Munich,Germany,WESTERN EUROPE
NUE,Nuremberg Airport,Nuremberg,Germany,WESTERN EUROPE
STR,Stuttgart Airport,Stuttgart,Germany,WESTERN EUROPE
NRN,Weeze Airport,Weeze,Germany,WESTERN EUROPE
BUD,Budapest Ferenc Liszt International Airport,Budapest,Hungary,WESTERN EUROPE
DEB,Debrecen International Airport,Debrecen,Hungary,WESTERN EUROPE
SOB,Hévíz-Balaton Airport,Hévíz,Hungary,WESTERN EUROPE
QGY,Győr-Pér International Airport,Győr,Hungary,WESTERN EUROPE
QPJ,Pécs-Pogány International Airport,Pécs,Hungary,WESTERN EUROPE
BTS,Bratislava Airport,Bratislava,Slovakia,WESTERN EUROPE
KSC,Košice International Airport,Košice,Slovakia,WESTERN EUROPE
PZY,Piešťany Airport,Piešťany,Slovakia,WESTERN EUROPE
TAT,Poprad-Tatry Airport,Poprad,Slovakia,WESTERN EUROPE
SLD,Sliač Airport,Sliač,Slovakia,WESTERN EUROPE
ILZ,Žilina Airport,Žilina,Slovakia,WESTERN EUROPE
BSL,EuroAirport Basel Mulhouse Freiburg,Basel,Switzerland,WESTERN EUROPE
BRN,Bern Airport,Bern,Switzerland,WESTERN EUROPE
GVA,Geneva Airport,Geneva,Switzerland,WESTERN EUROPE
LUG,Lugano Airport,Lugano,Switzerland,WESTERN EUROPE
ACH,St. Gallen–Altenrhein Airport,St. Gallen,Switzerland,WESTERN EUROPE
ZRH,Zurich Airport,Zürich,Switzerland,WESTERN EUROPE
BZG,Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,Poland,WESTERN EUROPE
GDN,Gdańsk Lech Wałęsa Airport,Gdańsk,Poland,WESTERN EUROPE
KTW,Katowice Airport,Katowice,Poland,WESTERN EUROPE
KRK,Kraków John Paul II International Airport,Kraków,Poland,WESTERN EUROPE
LUZ,Lublin Airport,Lublin,Poland,WESTERN EUROPE
LCJ,Łódź Władysław Reymont Airport,Łódź,Poland,WESTERN EUROPE
POZ,Poznań–Ławica Airport,Poznań,Poland,WESTERN EUROPE
RZE,Rzeszów–Jasionka Airport,Rzeszów,Poland,WESTERN EUROPE
SZZ,Solidarity Szczecin–Goleniów Airport,Szczecin,Poland,WESTERN EUROPE
WAW,Warsaw Chopin Airport,Warsaw,Poland,WESTERN EUROPE
WMI,Warsaw Modlin Airport,Warsaw,Poland,WESTERN EUROPE
WRO,Copernicus Airport Wrocław,Wrocław,Poland,WESTERN EUROPE
BWK,Brač Airport,Brač,Croatia,WESTERN EUROPE
DBV,Dubrovnik Airport,Dubrovnik,Croatia,WESTERN EUROPE
LSZ,Lošinj Airport,Mali Lošinj,Croatia,WESTERN EUROPE
OSI,Osijek Airport,Osijek,Croatia,WESTERN EUROPE
PUY,Pula Airport,Pula,Croatia,WESTERN EUROPE
RJK,Rijeka Airport,Rijeka,Croatia,WESTERN EUROPE
SPU,Split Airport,Split,Croatia,WESTERN EUROPE
ZAD,Zadar Airport,Zadar,Croatia,WESTERN EUROPE
ZAG,Zagreb Airport,Zagreb,Croatia,WESTERN EUROPE
LCA,Larnaca International Airport,Larnaca,Cyprus,WESTERN EUROPE
PFO,Paphos International Airport,Paphos,Cyprus,WESTERN EUROPE
ECN,Ercan International Airport,North Nicosia,Cyprus,WESTERN EUROPE
ATH,Athens International Airport,Athens,Greece,WESTERN EUROPE
EFL,Kefalonia Island International Airport,Cephalonia,Greece,WESTERN EUROPE
CHQ,Chania International Airport,Chania,Greece,WESTERN EUROPE
JKH,Chios Island National Airport,Chios,Greece,WESTERN EUROPE
CFU,Corfu International Airport,Corfu,Greece,WESTERN EUROPE
HER,Heraklion International Airport,Heraklion,Greece,WESTERN EUROPE
KLX,Kalamata International Airport,Kalamata,Greece,WESTERN EUROPE
